"respondent_id","true_profile","department","tenure","level","oe_worked","oe_hard","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15"
"R0438","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","Not much.",NA,2,4,2,3,4,2,1,3,4,4,3,2,3,4,4
"R0439","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,2,4,2,2,4,4,4,2,4,4,1,4,3,2,3
"R0440","Moderate-High Engagement","Engineering","1-3 years","Manager","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",NA,4,3,3,4,4,4,4,2,4,3,4,3,4,4
"R0441","High Engagement","Operations","1-3 years","Manager","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,4,3,4,4,4,3,NA,3,4,4,4,3,4
"R0442","Moderate-Low Engagement","Operations","3-5 years","Individual contributor",NA,"There was no option to say a question did not apply to me.",2,2,3,4,3,3,3,3,1,1,3,1,3,1,1
"R0443","Moderate-High Engagement","Product","Under 1 year","Manager","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,3,4,4,3,3,3,4,4,4,3,4,1,2
"R0444","High Engagement","Data & Analytics","1-3 years","Senior IC","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,4,4,4,4,4,4,4,2,3,4,3,3,2
"R0445","Moderate-High Engagement","Data & Analytics","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,4,3,2,3,4,4,4,4,NA,4,4,4,3,4
"R0446","Moderate-Low Engagement","Data & Analytics","3-5 years","Manager","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,1,3,2,2,3,2,4,2,3,3,1,1,2,3
"R0447","Moderate-Low Engagement","Content","Under 1 year","Senior IC","It was clear what each question was getting at.","Font was small.",4,4,3,4,2,2,2,3,3,1,1,NA,1,4,2
"R0448","High Engagement","Engineering","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.",NA,4,3,4,4,4,4,4,4,2,4,3,3,NA,2,4
"R0449","Low Engagement","Operations","3-5 years","Manager","It was fine I guess.","The scale was confusing.",2,2,1,1,2,2,2,1,NA,2,3,1,1,3,1
"R0450","Low Engagement","Marketing","3-5 years","Senior IC","It was short.",NA,2,4,2,2,2,2,2,1,NA,1,1,2,2,4,1
"R0451","Low Engagement","Content","1-3 years","Senior IC",NA,"Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,1,4,1,2,1,1,2,4,2,1,3,1,3
"R0452","Moderate-Low Engagement","Content","3-5 years","Senior IC","It was short.",NA,2,4,3,2,2,4,2,2,2,1,2,3,3,2,2
"R0453","High Engagement","Data & Analytics","5+ years","Senior IC","It was clear what each question was getting at.","none",3,1,4,4,4,4,3,4,4,3,4,4,4,2,4
"R0454","Moderate-High Engagement","Operations","Under 1 year","Manager","It was clear what each question was getting at.",NA,4,4,4,3,3,4,2,4,4,3,3,3,3,3,3
"R0455","Low Engagement","Marketing","3-5 years","Individual contributor","not really","The scale was confusing.",1,1,1,1,2,1,2,1,4,4,2,1,2,1,2
"R0456","High Engagement","Content","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","not really",2,4,2,2,NA,4,4,4,4,4,4,4,3,3,4
"R0457","Moderate-Low Engagement","Engineering","Under 1 year","Senior IC","It was short.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,2,3,1,1,2,3,1,4,2,2,3,2,1,NA
"R0458","Moderate-Low Engagement","Product","5+ years","Senior IC","It was short.","Too long.",3,3,4,3,2,2,3,2,3,4,3,1,1,4,4
"R0459","High Engagement","Product","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,3,4,4,4,4,2,2,4,4,3,4,4,3,4
"R0460","Low Engagement","Content","5+ years","Senior IC","none","The scale was confusing.",2,2,2,2,2,2,2,2,2,2,2,3,2,2,4
"R0461","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","Not much.","There was no option to say a question did not apply to me.",2,2,4,NA,1,2,3,2,1,2,2,1,2,3,1
"R0462","Moderate-High Engagement","Data & Analytics","3-5 years","Manager","The examples actually matched the kind of work I do day to day.",NA,2,3,1,3,4,2,3,1,1,2,3,4,3,1,NA
"R0463","Moderate-High Engagement","Operations","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","no",4,4,4,4,3,4,3,4,3,3,4,2,4,4,1
"R0464","Moderate-Low Engagement","Marketing","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,3,4,2,3,2,4,3,3,2,NA,4,2,4
"R0465","High Engagement","Operations","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","nothing",4,4,2,4,4,4,4,1,NA,4,3,4,4,4,4
"R0466","High Engagement","Engineering","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,4,NA,3,4,4,4,3,4,3,4,4,4
"R0467","Moderate-Low Engagement","Content","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,4,3,2,3,2,2,1,1,3,1,3,1,2
"R0468","Moderate-Low Engagement","Product","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,3,2,4,2,2,4,3,3,4,2,3,4,3,3
"R0469","Moderate-Low Engagement","Content","Under 1 year","Individual contributor","It was short.","nothing",3,3,4,3,3,1,NA,4,1,1,1,3,3,4,4
"R0470","Moderate-High Engagement","Engineering","3-5 years","Manager","Not much.",NA,4,3,3,3,3,4,4,4,3,2,4,4,2,3,3
"R0471","Low Engagement","Content","Under 1 year","Manager","The examples actually matched the kind of work I do day to day.","not really",2,3,2,4,3,4,2,2,2,2,2,1,2,2,3
"R0472","Moderate-Low Engagement","Engineering","5+ years","Senior IC","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,3,4,4,3,3,3,2,2,2,3,3,2,3,3
"R0473","Moderate-High Engagement","Marketing","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,4,1,NA,2,4,4,4,2,3,3,1,1,1,4,NA
"R0474","High Engagement","Content","5+ years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",4,3,4,4,4,4,4,4,2,4,3,3,4,3,4
"R0475","Moderate-High Engagement","Content","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,2,4,4,3,3,4,3,4,3,4,4,3,4,3
"R0476","Moderate-High Engagement","Product","1-3 years","Individual contributor","It was short.","idk",4,4,4,4,4,4,3,2,3,2,2,3,3,4,3
"R0477","Low Engagement","Product","1-3 years","Individual contributor","not really","The scale was confusing.",1,1,1,1,1,3,2,1,4,3,3,1,1,2,2
"R0478","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,3,4,2,3,4,4,4,4,4,4,3,3,3
"R0479","Low Engagement","Content","1-3 years","Individual contributor","not really","The scale was confusing.",3,2,4,1,2,1,3,3,2,3,2,1,1,4,2
"R0480","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","It was fine I guess.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,4,2,2,2,2,3,3,2,2,3,3,2,3,2
"R0481","Moderate-Low Engagement","Engineering","Under 1 year","Individual contributor","It was clear what each question was getting at.","Too long.",NA,1,2,3,2,1,2,3,3,3,4,3,4,3,4
"R0482","Low Engagement","Product","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Font was small.",3,4,2,2,1,2,2,1,3,1,1,3,2,3,1
"R0483","Moderate-Low Engagement","Content","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,3,4,3,4,2,3,2,1,2,4,2,3,NA,3,4
"R0484","Moderate-High Engagement","Marketing","1-3 years","Manager","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",2,3,4,4,NA,3,3,2,4,4,4,3,2,4,4
"R0485","Moderate-Low Engagement","Data & Analytics","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",2,3,1,3,2,3,2,3,1,3,2,3,2,NA,3
"R0486","Moderate-Low Engagement","Operations","Under 1 year","Individual contributor","It was fine I guess.",NA,3,4,4,4,2,2,2,2,1,4,4,3,2,3,4
"R0487","Low Engagement","Operations","1-3 years","Senior IC","none",NA,3,4,1,2,2,1,3,1,1,1,2,2,1,4,2
"R0488","Moderate-Low Engagement","Content","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","Font was small.",2,4,3,3,2,3,4,2,3,1,2,2,1,3,1
"R0489","Low Engagement","Content","Under 1 year","Senior IC","none","idk",2,3,3,2,2,2,1,3,4,1,3,2,1,4,2
"R0490","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","nothing",3,3,3,3,4,4,3,4,4,3,3,3,3,3,4
"R0491","Moderate-High Engagement","Data & Analytics","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,4,4,3,4,4,4,4,3,3,4,2,2,2,4,4
"R0492","Low Engagement","Content","1-3 years","Individual contributor","It was short.","Too long.",1,2,2,3,1,1,2,1,4,2,1,1,1,3,2
"R0493","Moderate-Low Engagement","Content","1-3 years","Senior IC","no","Too long.",4,4,1,1,2,3,3,1,2,2,4,3,2,4,1
"R0494","Moderate-High Engagement","Content","Under 1 year","Senior IC","Not much.","Hard to answer about onboarding when mine was two years ago.",4,4,4,3,4,4,4,3,4,3,4,4,3,4,4
"R0495","Moderate-Low Engagement","Content","5+ years","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,1,2,4,4,4,2,3,NA,2,2,2,2,3,1,3
"R0496","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,4,4,2,3,1,3,3,3,4,3,1,NA,4,3
"R0497","Moderate-High Engagement","Operations","5+ years","Manager","Not much.","There was no option to say a question did not apply to me.",3,3,2,4,4,3,4,2,3,1,4,4,4,3,2
"R0498","Moderate-Low Engagement","Product","1-3 years","Senior IC","Not much.",NA,1,1,3,3,3,2,1,1,1,2,3,2,3,1,2
"R0499","Moderate-Low Engagement","Product","5+ years","Individual contributor","none","Hard to answer about onboarding when mine was two years ago.",3,1,4,3,2,3,4,2,3,3,2,3,3,NA,2
"R0500","Moderate-Low Engagement","Marketing","3-5 years","Manager","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",1,1,2,3,3,2,3,4,NA,4,4,3,3,1,1
"R0501","Moderate-High Engagement","Engineering","1-3 years","Senior IC","It was clear what each question was getting at.","Font was small.",4,4,3,3,4,2,3,4,2,2,4,3,3,4,3
"R0502","Low Engagement","Engineering","Under 1 year","Senior IC","It was fine I guess.","There was no option to say a question did not apply to me.",2,3,3,4,1,2,2,1,1,4,1,2,3,1,3
"R0503","High Engagement","Content","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,4,4,4,3,4,4,4,2,NA,4,3,4,4,4,4
"R0504","Low Engagement","Engineering","Under 1 year","Individual contributor","no","Font was small.",4,2,3,2,1,2,3,3,1,1,1,2,1,3,1
"R0505","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",1,1,1,1,3,2,1,2,3,NA,4,4,3,1,3
"R0506","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,2,4,1,1,2,NA,4,3,2,3,2,2,1,2,3
"R0507","Low Engagement","Product","3-5 years","Individual contributor","no","Font was small.",2,2,2,3,2,1,2,1,2,3,3,1,2,1,2
"R0508","High Engagement","Data & Analytics","3-5 years","Senior IC","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",3,2,3,2,4,3,4,4,4,4,3,4,3,3,4
"R0509","Moderate-Low Engagement","Operations","Under 1 year","Manager","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,2,1,2,2,1,2,2,3,1,1,NA,NA,3
"R0510","Moderate-Low Engagement","Operations","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.",NA,3,1,2,2,3,3,1,1,4,3,4,3,1,2,3
"R0511","Moderate-Low Engagement","Content","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",4,4,1,1,3,3,2,1,1,1,1,4,1,NA,2
"R0512","Low Engagement","Engineering","5+ years","Senior IC","It was fine I guess.","The scale was confusing.",1,1,2,2,4,2,1,1,2,3,2,2,1,1,3
"R0513","Moderate-High Engagement","Engineering","1-3 years","Senior IC","Short enough that I could give real answers instead of rushing.","not really",3,4,1,1,4,NA,4,4,4,4,3,4,4,NA,4
"R0514","Moderate-Low Engagement","Engineering","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","Too long.",2,NA,3,1,3,3,1,1,2,1,1,2,1,2,1
"R0515","Low Engagement","Content","Under 1 year","Individual contributor","It was short.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,2,2,2,1,1,1,1,1,3,1,2,1,3,3
"R0516","Moderate-High Engagement","Product","1-3 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",4,4,4,3,3,1,1,4,4,4,4,4,4,NA,2
"R0517","Moderate-High Engagement","Marketing","1-3 years","Individual contributor","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",3,4,3,NA,4,4,4,4,3,4,3,4,3,4,4
"R0518","Low Engagement","Operations","1-3 years","Individual contributor","It was short.","There was no option to say a question did not apply to me.",NA,2,1,1,2,1,2,3,2,4,2,2,1,2,2
"R0519","High Engagement","Operations","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,3,3,3,2,3,4,4,3,4,4,4,4
"R0520","Moderate-High Engagement","Operations","5+ years","Manager","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",3,3,3,4,2,4,3,3,4,3,2,4,4,3,4
"R0521","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","none",NA,2,4,1,1,1,3,NA,1,3,NA,2,2,1,3,3
"R0522","High Engagement","Operations","5+ years","Senior IC","The examples actually matched the kind of work I do day to day.",NA,4,NA,2,2,4,4,4,4,4,4,2,3,4,4,4
"R0523","Moderate-High Engagement","Engineering","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.",NA,4,3,2,4,4,4,3,1,2,1,3,2,3,4,3
